CPF_CNPJ,Razão Social,Nome Fantasia,Porte,N.Colaborador,Dt.Fundação,CEP,UF,Cidade,Bairro,Endereço,Número,Complemento,Latitude,Longitude,Mapa,Email,Telefone,Celular,Comercial,Fax,Cód de Natureza Juridica,CNAE,Setor,Atividade,Total Clientes,Total Part./Contatos,Total Realizações,Total Horas de Consultoria,Situação no ICMS,Data de Cancelamento no ICMS
27982288000101,I.RAMOS E SANTOS CONSULTORIA E ASSESSORIA LTDA - ME,I.RAMOS E SANTOS CONSULTORIA E ASSESSORIA,MICRO - ATÉ R$360 MIL/ANO,0,05/2017,85503338,PR,PATO BRANCO,FRARON,RUA MARIA MARTINELLO LAVEZZO,222,CASA,"-26,2080803","-52,6911596","Ver Mapa<url>https://www.google.com/maps?q=-26.2080803,-52.6911596",ivania@ivaniaramos.com.br,46984024898,46984024898,-,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,2,0,Registro Não Encontrado,
4564623000148,GMCONEX SISTEMAS E SOLUCOES VIRTUAIS LTDA,GMCONEX,MICRO - ATÉ R$360 MIL/ANO,0,07/2001,80420090,PR,CURITIBA,BATEL,AVENIDA DO BATEL,1230,06 AND CJ 602,"-25,4410977","-49,2855414","Ver Mapa<url>https://www.google.com/maps?q=-25.4410977,-49.2855414",ivolution@ivolution.com.br,4132429856,-,4132429856,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,2,0,0,Registro Não Encontrado,
76389000159,CONINFO CONSULTORIA & SERVICOS EM INFORMATICA SC LTDA,CONINFO,MICRO - ATÉ R$360 MIL/ANO,1,05/1994,80240210,PR,CURITIBA,ÁGUA VERDE,AVENIDA REPUBLICA ARGENTINA,357,CJ 12 SOBRELOJA,"-25,4493553","-49,287785","Ver Mapa<url>https://www.google.com/maps?q=-25.4493553,-49.287785",ivoretechuki@hotmail.com,0,-,-,-,224-0,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,3,0,0,Registro Não Encontrado,
5556190000141,CNSI - INFORMATION CONSULTING LTDA,-,"MÉDIA OU GRANDE - ACIMA DE R$3,6 MILHÕES/ANO",0,03/2003,82510050,PR,CURITIBA,BACACHERI,RUA ESTADOS UNIDOS,1588,- APTO 204,-,-,-,jaimewo@gmail.com,4133561066,-,4133561066,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,2,0,0,Registro Não Encontrado,
15205357000183,J C MUELLER INFORMATICA LTDA,J C MUELLER INFORMATICA,"MÉDIA OU GRANDE - ACIMA DE R$3,6 MILHÕES/ANO",0,03/2012,85884000,PR,MEDIANEIRA,SEM BAIRRO,R. ALAGOAS,2030,-,"-25,2863294","-54,0872093","Ver Mapa<url>https://www.google.com/maps?q=-25.2863294,-54.0872093",jaksonmueller@yahoo.com.br,4796527130,45999630286,-,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,2,0,0,Registro Não Encontrado,
9653351000176,JAMIL ALVES FONSECA,INSIDE POINT,MICRO - ATÉ R$360 MIL/ANO,0,04/2008,81480040,PR,CURITIBA,TATUQUARA,RUA JOAO BATISTA BETTEGA JUNIOR,274,-,"-25,5631881","-49,3113395","Ver Mapa<url>https://www.google.com/maps?q=-25.5631881,-49.3113395",jamilfonseca@yahoo.com.br,4196816446,4196816446,4132792086,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Cancelado,201905
3539447000121,ELETROTEC DO BRASIL LTDA,-,"MÉDIA OU GRANDE - ACIMA DE R$3,6 MILHÕES/ANO",5,12/1999,80020050,PR,CURITIBA,CENTRO,RUA CANDIDO DE LEAO,45,- SL 506 5 ANDAR,-,-,-,jamirrespelato@oi.com.br,0,-,-,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,4,0,0,Registro Não Encontrado,
17860303000187,WB IT CONSULTORIA LTDA,WB IT CONSULTORIA,MICRO - ATÉ R$360 MIL/ANO,0,03/2013,80420130,PR,CURITIBA,BATEL,RUA FRANCISCO ROCHA,412,AP 32,"-25,4421308","-49,289291","Ver Mapa<url>https://www.google.com/maps?q=-25.4421308,-49.289291",jana.swagner@gmail.com,4130766139,-,4130766139,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Registro Não Encontrado,
32385493000111,JANAINA NOGA MACHADO MARTINS TECNOLOGIA DA INFORMACAO,NOON DATA SCIENCE,MICRO - ATÉ R$360 MIL/ANO,0,01/2019,81070000,PR,CURITIBA,PORTÃO,RUA JOAO BETTEGA,644,- APT 209 ANDAR 02 COND SPAZIO CASTEL DI BETBLOCO RES SPAZIO CASTEL DI,"-25,4748287","-49,3006521","Ver Mapa<url>https://www.google.com/maps?q=-25.4748287,-49.3006521",janainamartinsnm@gmail.com,41991520761,-,41991520761,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,0,0,0,Registro Não Encontrado,
29473687000164,J GRAPIGLIA BUCHELT - CONSULTORIA DE TI,JGB TECNOLOGIA,MICRO - ATÉ R$360 MIL/ANO,0,01/2018,81770320,PR,CURITIBA,ALTO BOQUEIRÃO,RUA TENENTE-CORONEL VILAGRAN CABRITA,2309,CASA  06,"-25,528153","-49,2311817","Ver Mapa<url>https://www.google.com/maps?q=-25.528153,-49.2311817",jandreigb@gmail.com,4195862068,4195862068,-,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,0,0,0,Registro Não Encontrado,
16422348000107,JANEALYSSON DOS SANTOS DE ARAUJO,-,MICRO - ATÉ R$360 MIL/ANO,0,07/2012,81560280,PR,CURITIBA,UBERABA,RUA AGOSTINHO ANGELO TREVISAN,582,-,"-25,4875396","-49,2207054","Ver Mapa<url>https://www.google.com/maps?q=-25.4875396,-49.2207054",janealysson.araujo@gmail.com,41991411885,41991411885,-,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,3,0,Registro Não Encontrado,
19799083000230,AMBERLEAF DO BRASIL SOLUCOES EM INFORMATICA LTDA.,-,"MÉDIA OU GRANDE - ACIMA DE R$3,6 MILHÕES/ANO",0,09/2017,80240230,PR,CURITIBA,ÁGUA VERDE,RUA ACYR GUIMARAES,436,CONJ  105,"-25,4492461","-49,290936","Ver Mapa<url>https://www.google.com/maps?q=-25.4492461,-49.290936",janeteo@pinesparticipacoes.com,1127681089,-,1127681089,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,0,0,0,Registro Não Encontrado,
983351000160,HOFFMANN TECHNOLOGY CONSULTORIA ORGANIZACIONAL LTDA,HT,MICRO - ATÉ R$360 MIL/ANO,1,01/1996,80020070,PR,CURITIBA,CENTRO,LARGO FREDERICO FARIA DE OLIVEIRA,191,SALA  1,"-25,4312822","-49,2751464","Ver Mapa<url>https://www.google.com/maps?q=-25.4312822,-49.2751464",janifontana@terra.com.br,4133426577,-,4133426577,-,224-0,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,3,2,0,Registro Não Encontrado,
1902104000154,REFERENCE CONSULTORIA EM INFORMATICA E ASSESSORIA EM GESTAO EMPRESARIAL LTDA,REFERENCE ASSESSORIA EMPRESARIAL EM INFORMATICA,"MÉDIA OU GRANDE - ACIMA DE R$3,6 MILHÕES/ANO",0,06/1997,82590100,PR,CURITIBA,ATUBA,RODOVIA BR-116,600,- APTO 1501,-,-,-,jaqueline2005@onda.com.br,4132237469,-,4132237469,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,2,0,0,Registro Não Encontrado,
4351834000100,CYY-CONSULTORIA EM INFORMATICA S/C LTDA,CYY-CONSULTORIA EM INFORMATICA,MICRO - ATÉ R$360 MIL/ANO,0,03/2001,86730000,PR,ASTORGA,SEM BAIRRO,RUA JOSÉ POZZOBON,215-F,JARDIM LONDRINA,-,-,-,jaquelinepedro@yahoo.com.br,4432346071,-,4432346071,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,2,0,0,Registro Não Encontrado,
13090044000100,JOAO ANDRE SIMIONI,JOAO ANDRE SIMIONI 02641096943,MICRO - ATÉ R$360 MIL/ANO,0,01/2011,83402000,PR,COLOMBO,ROÇA GRANDE,VIA RODOVIA DA UVA,3772,SALA B,"-25,3319192","-49,2208466","Ver Mapa<url>https://www.google.com/maps?q=-25.3319192,-49.2208466",jasimioni@gmail.com,41999188114,41999188114,-,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,13,0,Registro Não Encontrado,
28781313000143,J. C. BARBOSA BUCALETO CONSULTORIA,HCWB CONSULTORIA,MICRO - ATÉ R$360 MIL/ANO,0,07/2017,80330250,PR,CURITIBA,PORTÃO,RUA PINHEIRO GUIMARAES,420,BLOCO 1                   APT   204,"-25,4670369","-49,3045442","Ver Mapa<url>https://www.google.com/maps?q=-25.4670369,-49.3045442",jbucaleto@hotmail.com,4187121331,4187121331,-,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,0,0,0,Registro Não Encontrado,
975967000199,DJP CONSULTORIA E ASSESSORIA EMPRESARIAL LTDA,-,"MÉDIA OU GRANDE - ACIMA DE R$3,6 MILHÕES/ANO",0,12/1995,82015040,PR,CURITIBA,SANTA FELICIDADE,RUA JOAO AZOLIN,335,- CASA,-,-,-,jcesarpk@yahoo.com,4133726082,-,4133726082,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,2,0,0,Registro Não Encontrado,
520166000139,BOAS IDEIAS CONSULTORES ASSOCIADOS S/C LTDA,-,MICRO - ATÉ R$360 MIL/ANO,4,03/1995,83350000,PR,MORRETES,-,R RICARDO DE LEMOS,SN,-,-,-,-,jd35@uol.com.br,0,-,-,-,224-0,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,2,0,0,Registro Não Encontrado,
915097000162,ALFABYTE - ASSESSORIA E CONSULTORIA EM INFORMATICA LTDA,-,MICRO - ATÉ R$360 MIL/ANO,0,10/1995,82800150,PR,CURITIBA,TARUMÃ,RUA ADEL KARAM,104,-,"-25,4307696","-49,2247078","Ver Mapa<url>https://www.google.com/maps?q=-25.4307696,-49.2247078",jdr@sul.com.br,4133561101,-,4133561101,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Registro Não Encontrado,
62450028000269,GLR CONSULTORIA EM SISTEMAS LTDA,-,"MÉDIA OU GRANDE - ACIMA DE R$3,6 MILHÕES/ANO",22,04/2015,87020035,PR,MARINGÁ,ZONA 07,AVENIDA ADVOGADO HORACIO RACCANELLO FILHO,6170,-,"-23,4178938","-51,9412644","Ver Mapa<url>https://www.google.com/maps?q=-23.4178938,-51.9412644",jean@glr.com.br,4440016100,-,4440016100,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Registro Não Encontrado,
31434141000146,JEAN MARCEL DO VALLE CONSULTORIA,JEAN MARCEL DO VALLE CONSULTORIA,MICRO - ATÉ R$360 MIL/ANO,0,09/2018,81810030,PR,CURITIBA,XAXIM,RUA ZEFERINO DA COSTA,164,-,"-25,5143227","-49,2789745","Ver Mapa<url>https://www.google.com/maps?q=-25.5143227,-49.2789745",jeanmarcel5@gmail.com,4184373385,4184373385,-,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,0,0,0,Registro Não Encontrado,
30383314000181,JEDIELSON NAKONIECZNI SERVICOS DE TI,JN CONSULTORIA E DESENVOLVIMENTO DE SOFTWARE,MICRO - ATÉ R$360 MIL/ANO,0,03/2018,81630180,PR,CURITIBA,HAUER,RUA WALDEMAR KOST,1660,APT   706                 ANDAR 07,"-25,4860612","-49,2546063","Ver Mapa<url>https://www.google.com/maps?q=-25.4860612,-49.2546063",jedielson.jn@gmail.com,4188798677,4188798677,-,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,0,0,0,Registro Não Encontrado,
10790147000186,DDO ENGENHARIA LTDA,JEFERSON COSTA DE AZEVEDO,MICRO - ATÉ R$360 MIL/ANO,2,04/2009,85900215,PR,TOLEDO,CENTRO,LARGO SAO VICENTE DE PAULO,1333,SL 71,"-24,7320299","-53,7373116","Ver Mapa<url>https://www.google.com/maps?q=-24.7320299,-53.7373116",jeferson_c_a@yahoo.com.br,4599977267,4599977267,4530540604,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,2,1,0,Registro Não Encontrado,
28254301000160,J. BRINDAROLLI CONSULTORIA LTDA,-,MICRO - ATÉ R$360 MIL/ANO,1,07/2017,80530380,PR,CURITIBA,AHÚ,RUA ALBANO REIS,333,CS 12,"-25,4050837","-49,2689927","Ver Mapa<url>https://www.google.com/maps?q=-25.4050837,-49.2689927",jefferson@apetis.com,4188647781,4188647781,-,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Registro Não Encontrado,
4371416000177,JCC INFORMATICA LTDA,JCC INFORMATICA,"MÉDIA OU GRANDE - ACIMA DE R$3,6 MILHÕES/ANO",7,03/2001,83370000,PR,ANTONINA,-,R COMENDADOR ARAUJO,243,- CASA,-,-,-,jeffjc@bol.com.br,4133773284,-,4133773284,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,2,0,0,Registro Não Encontrado,
3713660000108,J. F. M. - ASSESSORIA E INFORMATICA LTDA,-,"MÉDIA OU GRANDE - ACIMA DE R$3,6 MILHÕES/ANO",0,03/2000,82820390,PR,CURITIBA,BAIRRO ALTO,RUA RAUL LEITE,581,-,-,-,-,jeffo@bol.com.br,4133671559,-,4133671559,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,2,0,0,Registro Não Encontrado,
17685730000176,JEISEL MEDEIROS COLACO,-,MICRO - ATÉ R$360 MIL/ANO,0,01/2013,82520200,PR,CURITIBA,JARDIM SOCIAL,RUA ADELAIDE STRESSER SCHELEDER,109,-,"-25,4115017","-49,2341554","Ver Mapa<url>https://www.google.com/maps?q=-25.4115017,-49.2341554",jeiselmc@uol.com.br,4198283333,4198283333,4130239495,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,0,0,0,Registro Não Encontrado,
22675036000108,J.M. ALVES INFORMÁTICA,ELICIT INFORMATICA,MICRO - ATÉ R$360 MIL/ANO,1,06/2015,86620000,PR,GUARACI,CENTRO,R ANTONIO FERREIRA SOBRINHO,208,-,"-22,9733851","-51,6493104","Ver Mapa<url>https://www.google.com/maps?q=-22.9733851,-51.6493104",jeres.ma@gmail.com,4191738263,4191738263,-,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,0,0,0,Registro Não Encontrado,
3778281000104,UNIMIDIA LTDA,-,"MÉDIA OU GRANDE - ACIMA DE R$3,6 MILHÕES/ANO",0,04/2000,85801011,PR,CASCAVEL,CENTRO,RUA RIO GRANDE DO SUL,1571,-,-,-,-,jerry@sperandio.com.br,0,-,-,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,2,0,0,Registro Não Encontrado,
23197656000141,ZENI & MACIEL CONSULTORIA LTDA,-,MICRO - ATÉ R$360 MIL/ANO,1,08/2015,80320250,PR,CURITIBA,PORTÃO,RUA FRANCISCO FRISCHMANN,2479,AP 301,"-25,4669369","-49,294488","Ver Mapa<url>https://www.google.com/maps?q=-25.4669369,-49.294488",jessi.zeni@gmail.com,4133290304,-,4133290304,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Registro Não Encontrado,
32930533000169,PRYMER PRIME TECNOLOGIA E PAGAMENTOS LTDA,PRIME TECNOLOGIA E PAGAMENTOS,"PEQUENO - DE R$360 MIL À R$3,6 MILHÕES/ANO",0,03/2019,86185050,PR,CAMBÉ,JARDIM SANTO AMARO,RUA RIO SAO FRANCISCO,369,-,"-23,2890503","-51,2428836","Ver Mapa<url>https://www.google.com/maps?q=-23.2890503,-51.2428836",jessica_ramalho14@hotmail.com,4332560000,-,4332560000,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Registro Não Encontrado,
2806715000161,V L -CONSULTORIA EM IFORMATICA S/C LTDA,-,"MÉDIA OU GRANDE - ACIMA DE R$3,6 MILHÕES/ANO",5,08/1998,83820000,PR,FAZENDA RIO GRANDE,-,R RIO COXIM,1404,- ED OUREM SALA 13,-,-,-,jflanger@condor.ind.br,4133421535,-,4133421535,-,224-0,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,2,0,0,Registro Não Encontrado,
26214713000141,N&J STARTUP PARTNERS CONSULTORIA E SERVICOS EM INFORMATICA LTDA,N&J PARTNERS CONSULTORIA,"PEQUENO - DE R$360 MIL À R$3,6 MILHÕES/ANO",1,09/2016,80610290,PR,CURITIBA,PORTÃO,RUA ENGENHEIRO ARTHUR BETTES,75,AP 503,"-25,4678526","-49,2909105","Ver Mapa<url>https://www.google.com/maps?q=-25.4678526,-49.2909105",jgjunqueira@yahoo.com.br,4199121197,4199121197,4131227315,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Registro Não Encontrado,
22911441000188,SKILLS WEB CONSULTORIA E INFORMATICA LTDA.,SKILLS WEB CONSULTORIA,MICRO - ATÉ R$360 MIL/ANO,1,07/2015,81220190,PR,CURITIBA,CAMPO COMPRIDO,RUA JOAO ALENCAR GUIMARAES,1745,AND 4 AP 506,"-25,4600958","-49,3202143","Ver Mapa<url>https://www.google.com/maps?q=-25.4600958,-49.3202143",jhonygp@hotmail.com,4196434037,4198095991,-,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Registro Não Encontrado,
22613561000107,J H PEREIRA ASSESSORIA CONTABIL,-,MICRO - ATÉ R$360 MIL/ANO,0,06/2015,80250220,PR,CURITIBA,CENTRO,AVENIDA DE VISCONDE GUARAPUAVA,3444,- ANDAR 3 CONJ 305,-,-,-,jhpcontabil@bol.com.br,4130160503,-,4130160503,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Registro Não Encontrado,
20863560000187,MAGANHOTTO & RIBAS CONSULTORIA LTDA,-,MICRO - ATÉ R$360 MIL/ANO,0,08/2014,80045135,PR,CURITIBA,ALTO DA RUA XV,RUA PROFESSOR BRANDAO,178,AP 206 AND 2,"-25,424116","-49,2540298","Ver Mapa<url>https://www.google.com/maps?q=-25.424116,-49.2540298",jivago_ribas@hotmail.com,4130399317,-,4130399317,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Registro Não Encontrado,
30032961000149,JEFFERSON LUIZ DA SILVA CONSULTORIA EM TI,J3 CONSULTORIA E TREINAMENTO EMPRESARIAL,MICRO - ATÉ R$360 MIL/ANO,0,02/2018,81520600,PR,CURITIBA,GUABIROTUBA,RUA DA SESMARIA,79,-,"-25,4654298","-49,2372098","Ver Mapa<url>https://www.google.com/maps?q=-25.4654298,-49.2372098",jlsilvabr@gmail.com,4198648926,4198648926,-,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,0,0,0,Registro Não Encontrado,
3305382000150,DATAVISI ASSESSORIA E DESENVOLVIMENTO DE SOFTWARES S/C LTDA,DATAVISI,MICRO - ATÉ R$360 MIL/ANO,4,06/1999,81670100,PR,CURITIBA,BOQUEIRÃO,RUA PADRE DEHON,2721,-,-,-,-,jluiz@datavisi.com.br,41988011755,-,41988011755,-,224-0,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,2,0,0,Registro Não Encontrado,
4145509000183,NEOTEC INFORMATICA S/C LIMITADA,NEOTEC INFORMATICA,MICRO - ATÉ R$360 MIL/ANO,0,11/2000,86085220,PR,LONDRINA,CONJUNTO HABITACIONAL MARIA CECÍLIA SERRANO DE OLIVEIRA,RUA MIYAKE TAKEMI,79,-,-,-,-,jm.neotec@uol.com.br,4333248552,-,4333248552,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,2,0,0,Registro Não Encontrado,
8352790000186,IOTECH TECNOLOGIA LTDA,CROSSCUT,MICRO - ATÉ R$360 MIL/ANO,0,10/2006,82030592,PR,CURITIBA,SÃO JOÃO,RUA DOUTOR MBA DE FERRANTE,373,CASA  01                  BLOCO THEODORO DE BONA CD,"-25,3999862","-49,3054441","Ver Mapa<url>https://www.google.com/maps?q=-25.3999862,-49.3054441",jmanoelfernandes.phd@gmail.com,4191911951,4191911951,-,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,0,0,0,Registro Não Encontrado,
3240939000111,FOXSOFT-CONSULTORIA E INFORMATICA LTDA,FOX SOFT,"MÉDIA OU GRANDE - ACIMA DE R$3,6 MILHÕES/ANO",5,06/1999,81540260,PR,CURITIBA,JARDIM DAS AMÉRICAS,RUA PROFESSOR PAULO DASSUMPCAO,424,- SOBRADO 02,-,-,-,jmatosjr@yahoo.com.br,41991980337,-,41991980337,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,2,0,0,Registro Não Encontrado,
22358740000137,COCO E CAVALCANTE SOLUCOES EM TECNOLOGIA LTDA,APTIDAO SOLUCOES EM TECNOLOGIA,MICRO - ATÉ R$360 MIL/ANO,0,04/2015,80730000,PR,CURITIBA,BIGORRILHO,RUA PADRE ANCHIETA,2128,apto 1104,"-25,4330547","-49,2997345","Ver Mapa<url>https://www.google.com/maps?q=-25.4330547,-49.2997345",jmc_coco@yahoo.com.br,41996233850,41996233850,4135326895,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,4,0,Registro Não Encontrado,
20191772000165,ONE IT SOLUCOES EM TECNOLOGIA LTDA,ARTEPLANOS ARQUITETURA E ENGENHARIA,MICRO - ATÉ R$360 MIL/ANO,0,04/2014,86015010,PR,LONDRINA,JARDIM HIGIENÓPOLIS,AVENIDA HIGIENOPOLIS,1601,sala 12 e 13,-,-,-,jmrussovasco@hotmail.com,4333243040,43999645564,4333243040,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,2,2,0,Registro Não Encontrado,
29994466000131,JBR SOLUCOES EM SISTEMAS LTDA,VISATA CONSULTORIA EM SISTEMAS,MICRO - ATÉ R$360 MIL/ANO,0,03/2018,81320420,PR,CURITIBA,FAZENDINHA,RUA ANTONIO DALMARCO,444,- ANDAR 01 APT 202,"-25,4789546","-49,3223763","Ver Mapa<url>https://www.google.com/maps?q=-25.4789546,-49.3223763",joabrodriguesfilho@gmail.com,41996016231,-,41996016231,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Registro Não Encontrado,
15584077000123,JPRBORGES CONSULTORIA EM INFORMATICA LTDA,-,MICRO - ATÉ R$360 MIL/ANO,0,05/2012,81670180,PR,CURITIBA,BOQUEIRÃO,RUA CASCAVEL,420,-,"-25,5041951","-49,2512107","Ver Mapa<url>https://www.google.com/maps?q=-25.5041951,-49.2512107",joao.borges@pelissari.com,4199729445,41997294455,-,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,41,0,Registro Não Encontrado,
10404157000136,MS INFO LTDA,MS INFO,MICRO - ATÉ R$360 MIL/ANO,1,10/2008,81560470,PR,CURITIBA,UBERABA,RUA CAJA-MANGA,425,-,-,-,-,joaoecata@yahoo.com.br,4130195767,-,4130195767,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Registro Não Encontrado,
10201425000112,CIDADE INFORMATICA LTDA - ME,CIDADE INFORMÁTICA,MICRO - ATÉ R$360 MIL/ANO,0,06/2008,80620220,PR,CURITIBA,ÁGUA VERDE,AVENIDA AGUA VERDE,1355,casa,"-25,4536788","-49,2844963","Ver Mapa<url>https://www.google.com/maps?q=-25.4536788,-49.2844963",joaoh_cidade@hotmail.com,4130772882,41999216111,4130772882,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,3,8,0,Registro Não Encontrado,
15313818000131,TELEFOCUS INFORMATICA LTDA,TORPEDO MUNDO,"MÉDIA OU GRANDE - ACIMA DE R$3,6 MILHÕES/ANO",0,04/2012,80420000,PR,CURITIBA,CENTRO,RUA COMENDADOR ARAUJO,499,- ANDAR 10 CONJ 1003,"-25,4373606","-49,279611","Ver Mapa<url>https://www.google.com/maps?q=-25.4373606,-49.279611",joaopaulo.oliveira@infobip.com,4132244879,-,4132244879,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,1,0,0,Ativo,
4429557000101,CYBOSOFT BRASIL TECNOLOGIA INDUSTRIAL LTDA,-,"MÉDIA OU GRANDE - ACIMA DE R$3,6 MILHÕES/ANO",0,04/2001,82530270,PR,CURITIBA,TARUMÃ,RUA PRESIDENTE EPITACIO PESSOA,561,-,-,-,-,joaquimfg@automatica-tc.com.br,4132621046,-,4132621046,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,2,0,0,Registro Não Encontrado,
3719193000123,ABA SOLUTIONS TELECOMUNICACOES E INFORMATICA LTDA,ABA PRESENTES,MICRO - ATÉ R$360 MIL/ANO,4,03/2000,81050220,PR,CURITIBA,NOVO MUNDO,TRAVESSA NEY AZEVEDO,88,- CASA,-,-,-,johbe@bol.com.br,4130270634,-,4130270634,-,206-2,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,2,0,0,Registro Não Encontrado,
31388190000190,JOHIL CRISTIAN DE LACERDA LOPES CONSULTORIA EM TI,JCLL PRESTADORA DE SERVICOS,MICRO - ATÉ R$360 MIL/ANO,0,08/2018,82640150,PR,CURITIBA,SANTA CÂNDIDA,RUA MAJOR SAUL DE CARVALHO CHAVES,515,CASA  12                  COND  PARQUE DAS PALMEIRAS,"-25,372371","-49,232985","Ver Mapa<url>https://www.google.com/maps?q=-25.372371,-49.232985",johil@yahoo.com,4196877795,4196877795,-,-,213-5,6204000,SERVIÇO,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,1,0,0,0,Registro Não Encontrado,
